"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"7007","noroBE",12,3,"naive",349,3.00518963861325,5.41569685569383,1,4,0,9,4,2.08659144014217,2.14338436320733
"7008","noroBE",12,4,"naive",349,3.68620754309635,7.31301280773607,2,5,0,10,8,3.37832161149848,2.83623080459174
"7009","noroBE",1,1,"naive",350,2.92185080985047,5.19295125622242,1,4,0,8,0,2.16178109177626,2.24238355430247
"7010","noroBE",1,2,"naive",350,2.89595354195253,5.12697346990928,1,4,0,8,4,2.10758154776138,2.14289692262492
"7011","noroBE",1,3,"naive",350,3.55172834275245,6.9075567845558,2,5,0,10,4,2.02030317825292,2.83643057868095
"7012","noroBE",1,4,"naive",350,4.4425812034469,9.69296460345508,2,6,0,12,3,1.9287504626863,2.75442093872559
"7013","noroBE",2,1,"naive",350,2.07323401371797,3.21668333022526,1,3,0,6,3,1.91080305801388,2.24238355430247
"7014","noroBE",2,2,"naive",350,2.05485829908964,3.17812795271132,1,3,0,6,2,1.5282963736874,2.14289692262492
"7015","noroBE",2,3,"naive",350,2.52017111306836,4.20975720963474,1,4,0,7,5,2.6860502608298,2.83643057868095
"7016","noroBE",2,4,"naive",350,3.15228636199998,5.79573937163288,1,4,0,9,6,2.8138935670339,2.75442093872559
"7017","noroBE",3,1,"naive",350,3.13736493087564,5.75585146053618,1,4,0,9,4,2.06378222422506,2.24238355430247
"7018","noroBE",3,2,"naive",350,3.10955749463195,5.68183281521115,1,4,0,9,3,1.80015161763632,2.14289692262492
"7019","noroBE",3,3,"naive",350,3.81370188682524,7.68283571785028,2,5,0,10,4,2.00881034388186,2.83643057868095
"7020","noroBE",3,4,"naive",350,4.77026356830824,10.8237422818707,2,7,0,13,6,2.38102738998095,2.75442093872559
"7021","noroBE",4,1,"naive",350,2.61096302289557,4.42448035750789,1,4,0,8,4,2.18236889612841,2.24238355430247
"7022","noroBE",4,2,"naive",350,2.58782124965801,4.36933352036294,1,4,0,8,3,1.81718301196729,2.14289692262492
"7023","noroBE",4,3,"naive",350,3.1738209695831,5.85351444633684,1,4,0,9,8,3.73749098860055,2.83643057868095
"7024","noroBE",4,4,"naive",350,3.96988621366481,8.16241821923344,2,6,0,11,10,4.04667107813469,2.75442093872559
"7025","noroBE",5,1,"naive",350,2.74371826834504,4.74634172358933,1,4,0,8,7,3.58273951927989,2.24238355430247
"7026","noroBE",5,2,"naive",350,2.71939984428579,4.68668087933688,1,4,0,8,8,4.17651342826608,2.14289692262492
"7027","noroBE",5,3,"naive",350,3.33519490637767,6.29431578545068,1,5,0,9,8,3.61130574034977,2.83643057868095
"7028","noroBE",5,4,"naive",350,4.17173634102398,8.8014483216977,2,6,0,11,6,2.4754066865743,2.75442093872559
"7029","noroBE",6,1,"naive",350,2.83874255869888,4.98248342094467,1,4,0,8,5,2.52435630489171,2.24238355430247
"7030","noroBE",6,2,"naive",350,2.81358190494884,4.91948989844419,1,4,0,8,3,1.80250162070264,2.14289692262492
"7031","noroBE",6,3,"naive",350,3.45070404331301,6.61834313601489,2,5,0,10,7,3.08829675821472,2.83643057868095
"7032","noroBE",6,4,"naive",350,4.31621775149628,9.27216827100544,2,6,0,12,3,1.91037060313714,2.75442093872559
"7033","noroBE",7,1,"naive",350,5.11372865210442,12.0703061493228,3,7,0,13,4,2.06477437391756,2.24238355430247
"7034","noroBE",7,2,"naive",350,5.06840409261135,11.9022114882565,3,7,0,13,3,2.03039656273888,2.14289692262492
"7035","noroBE",7,3,"naive",350,6.2161199092003,16.4953132667939,3,8,0,16,7,2.46140006149109,2.83643057868095
"7036","noroBE",7,4,"naive",350,7.77526173231602,23.8576411227183,4,10,1,19,11,3.0036536252652,2.75442093872559
"7037","noroBE",8,1,"naive",350,3.49729211670894,6.75104140771096,2,5,0,10,6,2.66611859816339,2.24238355430247
"7038","noroBE",8,2,"naive",350,3.46629453443731,6.66262146061843,2,5,0,10,1,1.86661411651314,2.14289692262492
"7039","noroBE",8,3,"naive",350,4.25122031964238,9.05903251072579,2,6,0,11,3,1.90126746586285,2.83643057868095
"7040","noroBE",8,4,"naive",350,5.317521403993,12.8396155027177,3,7,0,14,13,4.31625098440843,2.75442093872559
"7041","noroBE",9,1,"naive",350,2.59068227585657,4.3761359090556,1,4,0,8,0,1.97067001196121,2.24238355430247
"7042","noroBE",9,2,"naive",350,2.56772025715592,4.32166409635211,1,4,0,8,2,1.56952526157606,2.14289692262492
"7043","noroBE",9,3,"naive",350,3.14916820366236,5.78739413214651,1,4,0,9,6,2.81542760561548,2.83643057868095
"7044","noroBE",9,4,"naive",350,3.93904998298406,8.0667036639156,2,5,0,11,0,2.69451728688742,2.75442093872559
"7045","noroBE",10,1,"naive",350,5.58223840564897,13.8719043411302,3,8,0,15,3,2.12311563243866,2.24238355430247
"7046","noroBE",10,2,"naive",350,5.53276129922933,13.6761307075298,3,8,0,14,5,2.18681104508766,2.14289692262492
"7047","noroBE",10,3,"naive",350,6.78562857983818,19.0346230106113,4,9,1,17,6,2.33661103691537,2.83643057868095
"7048","noroBE",10,4,"naive",350,8.48761590786514,27.6518604875327,5,11,1,21,8,2.55877414481833,2.75442093872559
"7049","noroBE",11,1,"naive",350,4.34890374362684,9.38019963780361,2,6,0,12,4,2.01337425736212,2.24238355430247
"7050","noroBE",11,2,"naive",350,4.3103580639736,9.25286134307205,2,6,0,12,7,2.74315355156536,2.14289692262492
"7051","noroBE",11,3,"naive",350,5.28641799029162,12.720772506746,3,7,0,14,12,3.99032790343119,2.83643057868095
"7052","noroBE",11,4,"naive",350,6.61236979037448,18.2438379121454,3,9,1,17,5,2.25833424065921,2.75442093872559
"7053","noroBE",12,1,"naive",350,3.03078013795719,5.47437460741439,1,4,0,9,2,1.64471868347148,2.24238355430247
"7054","noroBE",12,2,"naive",350,3.00391739571593,5.4043871617771,1,4,0,9,4,2.08603493399679,2.14289692262492
"7055","noroBE",12,3,"naive",350,3.68414009378686,7.29484953375798,2,5,0,10,8,3.37987560072585,2.83643057868095
"7056","noroBE",12,4,"naive",350,4.60820478146106,10.2573639189555,2,6,0,12,7,2.66540119512121,2.75442093872559
"7057","noroBE",1,1,"naive",351,2.88839513688413,5.10624064609746,1,4,0,8,4,2.10905973991454,2.14208391494811
"7058","noroBE",1,2,"naive",351,3.54160754469903,6.87601715381669,2,5,0,10,4,2.02078272983535,2.83593704110741
"7059","noroBE",1,3,"naive",351,4.43026841234473,9.64795704572616,2,6,0,12,3,1.92680220078034,2.75297928117108
"7060","noroBE",1,4,"naive",351,5.0373961542053,11.7831469470254,3,7,0,13,5,2.17571774575448,2.51602408934269
"7061","noroBE",2,1,"naive",351,2.05688182255586,3.18158199278928,1,3,0,6,2,1.52820249256667,2.14208391494811
"7062","noroBE",2,2,"naive",351,2.52204696244451,4.21297224981171,1,4,0,7,5,2.6848972840483,2.83593704110741
"7063","noroBE",2,3,"naive",351,3.15487948654611,5.80084164658429,1,4,0,9,6,2.81256874166207,2.75297928117108
"7064","noroBE",2,4,"naive",351,3.58722684797725,7.00809048952462,2,5,0,10,3,1.82572461339902,2.51602408934269
"7065","noroBE",3,1,"naive",351,3.11128958416397,5.6846401309884,1,4,0,9,3,1.80002067144352,2.14208391494811
"7066","noroBE",3,2,"naive",351,3.81490971380924,7.68380173325523,2,5,0,10,4,2.00859090167594,2.83593704110741
"7067","noroBE",3,3,"naive",351,4.77214761594156,10.8261950426419,2,7,0,13,6,2.38061141142789,2.75297928117108
"7068","noroBE",3,4,"naive",351,5.42612677391283,13.2531739777563,3,7,0,14,6,2.33083188303641,2.51602408934269
"7069","noroBE",4,1,"naive",351,2.59097839323124,4.37559801277662,1,4,0,8,3,1.81672684106805,2.14208391494811
"7070","noroBE",4,2,"naive",351,3.17692981422162,5.86000795618956,1,4,0,9,8,3.73511806332431,2.83593704110741
"7071","noroBE",4,3,"naive",351,3.97408567339675,8.17256995245471,2,6,0,11,10,4.04383635988007,2.75297928117108
"7072","noroBE",4,4,"naive",351,4.51869774568716,9.94675806973591,2,6,0,12,7,2.68684861463763,2.51602408934269
"7073","noroBE",5,1,"naive",351,2.72952911517098,4.71011437644439,1,4,0,8,8,4.1654605189905,2.14208391494811
"7074","noroBE",5,2,"naive",351,3.34681387055424,6.32451565340265,1,5,0,9,8,3.60287236150635,2.83593704110741
"7075","noroBE",5,3,"naive",351,4.18659707084335,8.84610881873536,2,6,0,11,6,2.47217300002306,2.75297928117108
"7076","noroBE",5,4,"naive",351,4.76033188533418,10.7844370545089,2,7,0,13,2,2.04860328687838,2.51602408934269
"7077","noroBE",6,1,"naive",351,2.81863840409264,4.93065249003337,1,4,0,8,3,1.80214888513571,2.14208391494811
"7078","noroBE",6,2,"naive",351,3.45607528216573,6.63137312572497,2,5,0,10,7,3.08542161764658,2.83593704110741
"7079","noroBE",6,3,"naive",351,4.32327437752999,9.29198470652995,2,6,0,12,3,1.91124822500324,2.75297928117108
"7080","noroBE",6,4,"naive",351,4.91573956608597,11.3395957975037,2,7,0,13,4,2.04744736841666,2.51602408934269
"7081","noroBE",7,1,"naive",351,5.06494669927116,11.8846870409882,3,7,0,13,3,2.02971617600905,2.14208391494811
"7082","noroBE",7,2,"naive",351,6.21038763518622,16.4634948208056,3,8,0,16,7,2.46144170552753,2.83593704110741
"7083","noroBE",7,3,"naive",351,7.76869933252865,23.812775223194,4,10,1,19,11,3.00435544871397,2.75297928117108
"7084","noroBE",7,4,"naive",351,8.83332848001083,29.5761027741874,5,12,1,22,11,2.8953178217572,2.51602408934269
"7085","noroBE",8,1,"naive",351,3.47239003090453,6.67773725456614,2,5,0,10,1,1.86899158004108,2.14208391494811
"7086","noroBE",8,2,"naive",351,4.2576732575639,9.07673776802518,2,6,0,12,3,1.90203106197192,2.83593704110741
"7087","noroBE",8,3,"naive",351,5.32600947592379,12.8668880923393,3,7,0,14,13,4.3115049156218,2.75297928117108
"7088","noroBE",8,4,"naive",351,6.05589033308256,15.8052049203499,3,8,0,16,6,2.31916131704197,2.51602408934269
"7089","noroBE",9,1,"naive",351,2.56136544563654,4.30542444785015,1,4,0,8,2,1.5685750974457,2.14208391494811
"7090","noroBE",9,2,"naive",351,3.14061987958598,5.76271734836412,1,4,0,9,6,2.81960330445756,2.83593704110741
"7091","noroBE",9,3,"naive",351,3.92866484275972,8.03172648253295,2,5,0,11,0,2.68997734159684,2.75297928117108
"7092","noroBE",9,4,"naive",351,4.46705240588467,9.77174443607054,2,6,0,12,3,1.93229014593893,2.51602408934269
"7093","noroBE",10,1,"naive",351,5.52581814087173,13.6431117718179,3,8,0,14,5,2.18633537892716,2.14208391494811
"7094","noroBE",10,2,"naive",351,6.77548544810862,18.9793931461957,4,9,1,17,6,2.33597514377152,2.83593704110741
"7095","noroBE",10,3,"naive",351,8.47559160076497,27.5722827526343,5,11,1,21,8,2.55831609731441,2.75297928117108
"7096","noroBE",10,4,"naive",351,9.63709386441257,34.3264780974609,5,13,1,24,6,2.56741246878793,2.51602408934269
"7097","noroBE",11,1,"naive",351,4.30919562313075,9.24559740780579,2,6,0,12,7,2.74337136127495,2.14208391494811
"7098","noroBE",11,2,"naive",351,5.28372296974829,12.7053334818008,3,7,0,14,12,3.99196165323213,2.83593704110741
"7099","noroBE",11,3,"naive",351,6.60951578542149,18.2228618795048,3,9,1,17,5,2.25790630705846,2.75297928117108
"7100","noroBE",11,4,"naive",351,7.5152894361586,22.5297420273409,4,10,1,19,14,3.67877736088113,2.51602408934269
"7101","noroBE",12,1,"naive",351,3.00105708207156,5.39529107568135,1,4,0,9,4,2.08639823656034,2.14208391494811
"7102","noroBE",12,2,"naive",351,3.67974806085664,7.27934812389273,2,5,0,10,8,3.38254866629137,2.83593704110741
"7103","noroBE",12,3,"naive",351,4.6030711742188,10.2357301859568,2,6,0,12,7,2.66645132497079,2.75297928117108
"7104","noroBE",12,4,"naive",351,5.23387995317219,12.5161301340329,3,7,0,14,11,3.68415644558251,2.51602408934269
"7105","noroBE",1,1,"naive",352,3.54335537496586,6.87279575292818,2,5,0,10,4,2.02000419489235,2.83477812751943
"7106","noroBE",1,2,"naive",352,4.43275460258278,9.64337215680517,2,6,0,12,3,1.92674568664506,2.7532753842409
"7107","noroBE",1,3,"naive",352,5.040307266027,11.7771412422561,3,7,0,13,5,2.17497635677244,2.51571801806089
"7108","noroBE",1,4,"naive",352,6.00460790858922,15.5657798271421,3,8,0,15,2,2.37004461605884,2.52222095005364
"7109","noroBE",2,1,"naive",352,2.52077720249213,4.2058192575899,1,4,0,7,5,2.68547140912533,2.83477812751943
"7110","noroBE",2,2,"naive",352,3.1535043945572,5.79061715681337,1,4,0,9,6,2.81305953053878,2.7532753842409
"7111","noroBE",2,3,"naive",352,3.58572322141938,6.99525974392203,2,5,0,10,3,1.82504315417865,2.51571801806089
"7112","noroBE",2,4,"naive",352,4.27173600277716,9.11068037475648,2,6,0,12,3,1.90352947375561,2.52222095005364
"7113","noroBE",3,1,"naive",352,3.81284231092391,7.66797657682218,2,5,0,10,4,2.00796403220496,2.83477812751943
"7114","noroBE",3,2,"naive",352,4.76988405455468,10.8032193900467,2,7,0,13,6,2.38014941754586,2.7532753842409
"7115","noroBE",3,3,"naive",352,5.42364362878789,13.2241736149484,3,7,0,14,6,2.3301497471501,2.51571801806089
"7116","noroBE",3,4,"naive",352,6.46128335196914,17.5320932482305,3,9,1,17,8,2.61308455025081,2.52222095005364
"7117","noroBE",4,1,"naive",352,3.17633589783279,5.85177250546492,1,4,0,9,8,3.73627653506774,2.83477812751943
"7118","noroBE",4,2,"naive",352,3.97361147288334,8.16070460877818,2,6,0,11,10,4.045128262256,2.7532753842409
"7119","noroBE",4,3,"naive",352,4.51823404965223,9.93174809208545,2,6,0,12,7,2.68646127211861,2.51571801806089
"7120","noroBE",4,4,"naive",352,5.3826527779891,13.0657185364504,3,7,0,14,6,2.33201111540581,2.52222095005364
"7121","noroBE",5,1,"naive",352,3.36113753578935,6.35694837140302,1,5,0,9,8,3.59288771496499,2.83477812751943
"7122","noroBE",5,2,"naive",352,4.20479921007852,8.89328218532613,2,6,0,11,6,2.46787135380621,2.7532753842409
"7123","noroBE",5,3,"naive",352,4.78110834251795,10.8428718620886,2,7,0,13,2,2.05409888967808,2.51571801806089
"7124","noroBE",5,4,"naive",352,5.69581960981015,14.2989057693816,3,8,0,15,5,2.19303149881877,2.52222095005364
"7125","noroBE",6,1,"naive",352,3.45523172165835,6.62112430794892,2,5,0,10,7,3.08587327875374,2.83477812751943
"7126","noroBE",6,2,"naive",352,4.32251148879432,9.27717461900007,2,6,0,12,3,1.91069298619708,2.7532753842409
"7127","noroBE",6,3,"naive",352,4.91495424803371,11.3208634457432,2,7,0,13,4,2.04675999579901,2.51571801806089
"7128","noroBE",6,4,"naive",352,5.85527262336139,14.9467834651089,3,8,0,15,5,2.20148395799435,2.52222095005364
"7129","noroBE",7,1,"naive",352,6.20044779762513,16.3954642359766,3,8,0,16,7,2.46109719975354,2.83477812751943
"7130","noroBE",7,2,"naive",352,7.75678999266672,23.7121234988254,4,10,1,19,11,3.00531491022659,2.7532753842409
"7131","noroBE",7,3,"naive",352,8.81993443496819,29.4486663938612,5,12,1,22,11,2.89545509534878,2.51571801806089
"7132","noroBE",7,4,"naive",352,10.5073451411215,39.7844289191492,6,14,2,26,2,3.43731769700559,2.52222095005364
"7133","noroBE",8,1,"naive",352,4.24832448010396,9.03437390851753,2,6,0,11,3,1.90027799876881,2.83477812751943
"7134","noroBE",8,2,"naive",352,5.31467434101986,12.8049040301097,3,7,0,14,13,4.31944520824457,2.7532753842409
"7135","noroBE",8,3,"naive",352,6.04310278805005,15.727258904695,3,8,0,16,6,2.31831374282921,2.51571801806089
"7136","noroBE",8,4,"naive",352,7.19925609260436,20.9433800897309,4,10,1,18,4,2.33435546571535,2.52222095005364
"7137","noroBE",9,1,"naive",352,3.13756402177597,5.74808394521607,1,4,0,9,6,2.82094632805154,2.83477812751943
"7138","noroBE",9,2,"naive",352,3.92510766960809,8.01060534926596,2,5,0,11,0,2.69013809448915,2.7532753842409
"7139","noroBE",9,3,"naive",352,4.46308232256683,9.74524308215297,2,6,0,12,3,1.93127533952897,2.51571801806089
"7140","noroBE",9,4,"naive",352,5.3169495422238,12.8135937080202,3,7,0,14,6,2.33531330202155,2.52222095005364
"7141","noroBE",10,1,"naive",352,6.77081383439357,18.9277340149649,4,9,1,17,6,2.33500344128021,2.83477812751943
"7142","noroBE",10,2,"naive",352,8.4703206457039,27.4960590603182,5,11,1,21,8,2.55734140349627,2.7532753842409
"7143","noroBE",10,3,"naive",352,9.63126148946852,34.2297355936668,5,13,1,24,6,2.5664080247849,2.51571801806089
"7144","noroBE",10,4,"naive",352,11.4738935261261,46.3849868786088,6,15,2,28,3,3.26925792890607,2.52222095005364
"7145","noroBE",11,1,"naive",352,5.28967859461104,12.7096185168263,3,7,0,14,12,3.98956420583973,2.83477812751943
"7146","noroBE",11,2,"naive",352,6.61741334276175,18.2297159585043,3,9,1,17,5,2.25798035404282,2.7532753842409
"7147","noroBE",11,3,"naive",352,7.52439499682483,22.5380001961922,4,10,1,19,14,3.67625458884904,2.51571801806089
"7148","noroBE",11,4,"naive",352,8.96394591056296,30.2718274666379,5,12,1,22,12,3.02866603320641,2.52222095005364
"7149","noroBE",12,1,"naive",352,3.68114705790186,7.27456849413435,2,5,0,10,8,3.38197119153025,2.83477812751943
"7150","noroBE",12,2,"naive",352,4.60513266012889,10.2288840086397,2,6,0,12,7,2.66543740340236,2.7532753842409
"7151","noroBE",12,3,"naive",352,5.2363114336042,12.5072881967733,3,7,0,14,11,3.68342000969295,2.51571801806089
"7152","noroBE",12,4,"naive",352,6.23811116794075,16.5573589175158,3,8,0,16,3,2.24855576150453,2.52222095005364
"7153","noroBE",1,1,"naive",353,4.42751341383445,9.61853568451153,2,6,0,12,3,1.92572700163263,2.75345862760928
"7154","noroBE",1,2,"naive",353,5.03419499143343,11.7452869122628,3,7,0,13,5,2.17453265197305,2.51495476943326
"7155","noroBE",1,3,"naive",353,5.99749635895447,15.5226745036394,3,8,0,15,2,2.36857350356496,2.52139229557383
"7156","noroBE",1,4,"naive",353,6.26419961407936,16.6553659716785,3,8,1,16,8,2.63153613538714,2.69192506228134
"7157","noroBE",2,1,"naive",353,3.15571173115882,5.79281883982304,1,4,0,9,6,2.8118710700009,2.75345862760928
"7158","noroBE",2,2,"naive",353,3.58812423735809,6.99744658052919,2,5,0,10,3,1.82493081159343,2.51495476943326
"7159","noroBE",2,3,"naive",353,4.27471762330444,9.11363252038218,2,6,0,12,3,1.90368870225621,2.52139229557383
"7160","noroBE",2,4,"naive",353,4.46481046148897,9.74365868060151,2,6,0,12,2,1.97354128183385,2.69192506228134
"7161","noroBE",3,1,"naive",353,4.76155558635324,10.7654194776124,2,7,0,13,6,2.38069672627591,2.75345862760928
"7162","noroBE",3,2,"naive",353,5.41400940974035,13.1759646380952,3,7,0,14,6,2.33012772881034,2.51495476943326
"7163","noroBE",3,3,"naive",353,6.44998888154259,17.4666769515834,3,9,1,16,8,2.6136324060639,2.52139229557383
"7164","noroBE",3,4,"naive",353,6.7368140711333,18.7550920189794,4,9,1,17,5,2.26846028819103,2.69192506228134
"7165","noroBE",4,1,"naive",353,3.9807522934376,8.1770223384558,2,6,0,11,10,4.04039510657156,2.75345862760928
